Process	GSsize	Group
MIR204_5P	378	C3
MIR211_5P	377	C3
MIR548AN	485	C3
MIR4789_5P	382	C3
MIR587	364	C3
MIR96_5P	454	C3
MIR548L	366	C3
MIR30E_3P	389	C3
MIR30A_3P	388	C3
MIR1827	391	C3
MIR1252_5P	329	C3
LET_7F_2_3P	402	C3
MIR8063	405	C3
MIR6507_5P	343	C3
MIR4477A	390	C3
MIR3924	340	C3
MIR4465	426	C3
MIR4652_3P	331	C3
MIR3941	343	C3
MIR374B_5P	375	C3
MIR4291	380	C3
MIR6504_3P	372	C3
MIR130A_3P	401	C3
MIR5590_3P	355	C3
MIR3714	434	C3
MIR142_5P	354	C3
MIR4533	339	C3
MIR130A_5P	340	C3
MIR3119	373	C3
MIR130B_3P	404	C3
MIR7106_5P	359	C3
MIR3120_3P	346	C3
MIR4295	399	C3
MIR4694_3P	310	C3
MIR3059_5P	307	C3
MIR301A_3P	397	C3
MIR301B_3P	396	C3
MIR6721_5P	340	C3
MIR4768_5P	326	C3
MIR10399_5P	359	C3
MIR3910	403	C3
MIR3666	398	C3
MIR4516	321	C3
MIR6508_5P	346	C3
MIR448	364	C3
MIR1299	334	C3
MIR6844	346	C3
MIR1207_5P	331	C3
MIR147B_5P	324	C3
MIR3686	331	C3
MIR511_5P	323	C3
MIR4319	436	C3
MIR218_5P	432	C3
MIR3942_3P	341	C3
MIR1323	321	C3
MIR410_3P	333	C3
MIR29B_3P_MIR29C_3P	434	C3
MIR29A_3P	434	C3
MIR369_3P	301	C3
MIR1271_5P	391	C3
MIR3609	352	C3
MIR206	378	C3
MIR519C_3P	404	C3
MIR4760_3P	279	C3
MIR12133	388	C3
MIR519A_3P_MIR519B_3P	403	C3
MIR148A_3P	340	C3
MIR1_3P	374	C3
MIR513A_5P	369	C3
MIR152_3P	339	C3
MIR148B_3P	338	C3
MIR4446_5P	304	C3
MIR9_3P	348	C3
MIR3681_3P	391	C3
MIR5010_3P	312	C3
MIR548AH_5P	350	C3
MIR5700	304	C3
MIR4503	281	C3
MIR5584_5P	265	C3
MIR875_3P	311	C3
MIR6780B_5P	284	C3
MIR545_5P	312	C3
MIR4725_3P	284	C3
MIR4447	289	C3
MIR1252_3P	313	C3
MIR519E_5P	308	C3
MIR330_3P	341	C3
MIR548AV_5P_MIR548K	307	C3
MIR4310	287	C3
MIR3692_3P	299	C3
MIR12124	331	C3
MIR3919	305	C3
MIR4766_5P	323	C3
MIR515_5P	304	C3
MIR8054	307	C3
MIR4668_3P	303	C3
MIR543	332	C3
MIR670_3P	296	C3
MIR4762_3P	279	C3
LET_7B_5P	403	C3
MIR577	337	C3
LET_7A_5P_LET_7C_5P_LET_7E_5P	401	C3
LET_7I_5P	404	C3
LET_7F_5P	403	C3
LET_7G_5P	403	C3
MIR98_5P	403	C3
MIR6868_3P	271	C3
MIR4441	296	C3
MIR208B_5P	259	C3
MIR8067	287	C3
MIR5003_3P	332	C3
MIR1275	287	C3
MIR5196_5P	289	C3
MIR208A_5P	255	C3
MIR3180_5P	307	C3
MIR892C_5P	293	C3
MIR586	274	C3
MIR513B_5P	292	C3
MIR4644	302	C3
MIR548O_3P	281	C3
MIR1290	265	C3
MIR5582_5P	390	C3
MIR32_3P	341	C3
MIR153_3P	329	C3
MIR185_5P	294	C3
MIR4263	263	C3
MIR1200	333	C3
MIR889_3P	245	C3
MIR34A_5P	309	C3
MIR6074	275	C3
MIR449A	306	C3
MIR6739_5P	279	C3
MIR6083	260	C3
MIR3619_5P	275	C3
MIR380_3P	229	C3
MIR613	321	C3
MIR195_3P	234	C3
MIR16_2_3P	233	C3
MIR6733_5P	276	C3
MIR4747_5P	278	C3
MIR7151_3P	274	C3
MIR302A_3P_MIR302B_3P_MIR302C_3P_MIR302D_3P	353	C3
MIR4677_5P	258	C3
MIR548AS_3P	261	C3
MIR4505	255	C3
MIR7154_5P	267	C3
MIR5195_3P	311	C3
MIR3617_5P	260	C3
MIR3202	250	C3
MIR9902	288	C3
MIR641	259	C3
MIR4458	356	C3
MIR3973	262	C3
LET_7A_2_3P	287	C3
MIR105_5P	221	C3
MIR4477B	265	C3
MIR5580_3P	247	C3
MIR320A_3P_MIR320B_MIR320C_MIR320D	310	C3
LET_7D_5P	353	C3
MIR7152_5P	251	C3
MIR145_5P	306	C3
MIR4429	309	C3
MIR4801	273	C3
LET_7G_3P	287	C3
MIR7853_5P	222	C3
MIR4528	218	C3
MIR2115_3P	236	C3
MIR3145_3P	232	C3
MIR507	264	C3
MIR3125	238	C3
MIR4276	275	C3
MIR4496	289	C3
MIR372_5P	243	C3
MIR7159_3P	226	C3
MIR5787	249	C3
MIR888_5P	233	C3
MIR497_3P	233	C3
MIR1284	235	C3
MIR4680_3P	258	C3
MIR4778_3P	254	C3
MIR580_5P	238	C3
MIR765	289	C3
MIR6756_5P	255	C3
MIR568	267	C3
MIR135A_5P	303	C3
MIR3978	254	C3
MIR24_3P	283	C3
MIR589_3P	256	C3
MIR520A_3P	331	C3
MIR372_3P	331	C3
MIR4303	226	C3
MIR520D_3P	330	C3
MIR3182	260	C3
MIR4427	240	C3
MIR4325	266	C3
MIR548G_3P	238	C3
MIR520B_3P_MIR520C_3P_MIR520E_3P	328	C3
MIR2052	242	C3
MIR3123	261	C3
MIR135B_5P	302	C3
MIR5002_5P	261	C3
MIR7_5P	270	C3
MIR518A_5P_MIR527	262	C3
MIR5093	244	C3
MIR519D_5P	239	C3
MIR4666A_5P	251	C3
MIR373_3P	321	C3
MIR4731_5P	256	C3
MIR4763_3P	247	C3
MIR377_3P	238	C3
MIR5683	241	C3
MIR4723_5P	209	C3
MIR12135	194	C3
MIR125B_5P	320	C3
MIR125A_5P	322	C3
MIR3916	219	C3
MIR6870_5P	215	C3
MIR6832_3P	252	C3
MIR6766_5P	237	C3
MIR2113	262	C3
MIR10522_5P	246	C3
MIR520F_5P	197	C3
MIR3140_3P	236	C3
MIR205_5P	224	C3
MIR214_3P	240	C3
MIR6878_5P	221	C3
MIR4524A_3P	232	C3
MIR4703_5P	246	C3
MIR6859_5P	206	C3
MIR7157_5P	213	C3
MIR323A_3P	218	C3
MIR498_5P	244	C3
MIR6077	239	C3
MIR4742_3P	218	C3
MIR659_3P	218	C3
MIR7111_5P	204	C3
MIR3915	219	C3
MIR539_3P	231	C3
MIR5698	201	C3
MIR6764_5P	236	C3
MIR4498	250	C3
MIR3124_3P	219	C3
MIR766_5P	226	C3
MIR6778_3P	222	C3
MIR485_3P	231	C3
MIR181B_2_3P_MIR181B_3P	215	C3
MIR10523_5P	242	C3
MIR6817_3P	224	C3
MIR519A_2_5P_MIR520B_5P	213	C3
MIR625_5P	210	C3
MIR670_5P	248	C3
MIR6780A_5P	233	C3
MIR761	225	C3
MIR6830_5P	192	C3
MIR4271	217	C3
MIR8085	236	C3
MIR557	225	C3
MIR6731_5P	235	C3
MIR8084	242	C3
MIR4470	250	C3
MIR4517	220	C3
MIR580_3P	216	C3
MIR4692	228	C3
MIR130B_5P	197	C3
MIR7977	225	C3
MIR3153	223	C3
MIR4743_3P	209	C3
MIR6516_5P	188	C3
MIR450A_1_3P	194	C3
MIR942_5P	215	C3
MIR29B_2_5P	218	C3
MIR452_5P	219	C3
MIR34C_5P	258	C3
MIR155_5P	233	C3
MIR4420	203	C3
MIR3160_5P	209	C3
MIR7160_5P	192	C3
MIR3185	211	C3
MIR4731_3P	228	C3
MIR4272	202	C3
MIR548M	186	C3
MIR6876_5P	230	C3
MIR4279	222	C3
MIR605_3P	257	C3
MIR1303	210	C3
MIR4760_5P	195	C3
MIR146A_3P	215	C3
MIR449B_5P	255	C3
MIR6783_3P	209	C3
MIR302F	191	C3
MIR92A_2_5P	217	C3
MIR488_3P	194	C3
MIR518C_5P	198	C3
MIR12131	175	C3
MIR298	185	C3
MIR4476	230	C3
MIR892C_3P	211	C3
MIR302B_5P	203	C3
MIR4267	228	C3
MIR6830_3P	203	C3
MIR6127	214	C3
MIR6515_3P	219	C3
MIR12122	215	C3
MIR5003_5P	198	C3
MIR544A	219	C3
MIR4676_3P	211	C3
MIR578	178	C3
MIR29A_5P	211	C3
MIR4324	266	C3
MIR4700_5P	216	C3
MIR302D_5P	198	C3
MIR133A_3P_MIR133B	243	C3
MIR212_3P	187	C3
MIR3685	185	C3
MIR548AV_3P	177	C3
MIR877_3P	198	C3
MIR4744	175	C3
MIR4524A_5P	240	C3
MIR4524B_5P	240	C3
MIR3942_5P	215	C3
MIR224_3P	183	C3
MIR6505_5P	201	C3
MIR183_5P	231	C3
MIR5703	173	C3
MIR302A_5P	192	C3
MIR6853_3P	209	C3
MIR552_5P	189	C3
MIR194_5P	197	C3
MIR6739_3P	194	C3
MIR132_3P	190	C3
MIR122B_5P	212	C3
MIR221_3P	178	C3
MIR608	210	C3
MIR4768_3P	196	C3
MIR4651	203	C3
MIR4773	194	C3
MIR379_3P_MIR411_3P	185	C3
MIR522_3P	181	C3
MIR7515	157	C3
MIR222_3P	175	C3
MIR202_3P	247	C3
MIR629_3P	183	C3
MIR1285_3P	158	C3
MIR2053	176	C3
MIR103A_3P_MIR107	253	C3
MIR4434	172	C3
MIR4283	210	C3
MIR217_5P	187	C3
MIR4297	183	C3
MIR16_1_3P	188	C3
MIR499A_5P	175	C3
MIR4796_3P	249	C3
MIR183_3P	201	C3
MIR636	226	C3
MIR139_5P	163	C3
MIR345_3P	215	C3
MIR4782_5P	163	C3
MIR12120	183	C3
MIR6129	198	C3
MIR5706	163	C3
MIR6133	197	C3
MIR20A_3P	189	C3
MIR7161_5P	192	C3
MIR4735_5P	187	C3
MIR4510	194	C3
MIR4643	215	C3
MIR6130	193	C3
MIR6722_3P	183	C3
MIR3065_3P	251	C3
MIR1276	179	C3
MIR4684_5P	181	C3
MIR6768_5P	198	C3
MIR361_5P	162	C3
MIR4742_5P	179	C3
MIR8065	149	C3
MIR1236_3P	197	C3
MIR4713_5P	154	C3
MIR5701	210	C3
MIR6797_5P	201	C3
MIR3679_3P	165	C3
MIR4778_5P	175	C3
MIR514B_5P	177	C3
MIR11181_3P	209	C3
MIR187_5P	168	C3
MIR4802_3P	166	C3
MIR520E_5P	165	C3
MIR6882_5P	169	C3
MIR8061	160	C3
MIR6881_3P	181	C3
MIR1249_5P	199	C3
MIR5197_5P	185	C3
MIR6852_5P	187	C3
MIR8066	153	C3
MIR1273H_5P	202	C3
MIR4534	161	C3
MIR10394_5P	178	C3
MIR2054	166	C3
MIR138_2_3P	170	C3
MIR7162_3P	218	C3
MIR4738_3P	181	C3
MIR6808_5P	181	C3
MIR513C_5P	174	C3
MIR6815_3P	204	C3
MIR4704_3P	149	C3
MIR7157_3P	196	C3
MIR6893_5P	182	C3
MIR3158_5P	170	C3
MIR6715B_5P	222	C3
MIR603	173	C3
MIR520G_3P_MIR520H	209	C3
MIR421	183	C3
MIR583	180	C3
MIR486_3P	169	C3
MIR6511A_5P	196	C3
MIR4671_3P	214	C3
MIR548AO_5P_MIR548AX	175	C3
MIR143_3P_MIR4770	204	C3
MIR6737_3P	195	C3
MIR4709_3P	165	C3
MIR297	150	C3
MIR940	182	C3
MIR7844_5P	159	C3
MIR2110	173	C3
MIR7110_5P	167	C3
MIR138_5P	210	C3
MIR4514	186	C3
MIR4270	179	C3
MIR4478	186	C3
MIR1208	137	C3
MIR5189_5P	146	C3
MIR5689	156	C3
MIR12119	185	C3
MIR150_5P	174	C3
MIR8087	141	C3
MIR1205	177	C3
MIR1915_3P	173	C3
MIR9500	159	C3
MIR3925_3P	167	C3
MIR4269	208	C3
MIR224_5P	180	C3
MIR1910_3P	186	C3
MIR4649_3P	201	C3
MIR4255	172	C3
MIR6128	168	C3
MIR544B	220	C3
MIR6770_5P	185	C3
MIR3064_3P	166	C3
MIR3926	175	C3
MIR4288	157	C3
MIR520F_3P	198	C3
MIR299_5P	148	C3
MIR6071	180	C3
MIR5197_3P	199	C3
MIR3175	175	C3
MIR499B_3P	168	C3
MIR646	247	C3
MIR548BA	170	C3
MIR548AI_MIR570_5P	172	C3
MIR6828_5P	172	C3
MIR499A_3P	166	C3
MIR676_5P	158	C3
MIR8070	135	C3
MIR1279	186	C3
MIR7113_5P	150	C3
MIR6779_5P	184	C3
MIR6842_5P	155	C3
MIR548AG	169	C3
MIR6887_3P	196	C3
MIR4275	156	C3
MIR2681_5P	161	C3
MIR1343_3P	163	C3
MIR5193	173	C3
MIR19A_5P	176	C3
MIR5682	219	C3
MIR7162_5P	178	C3
MIR5571_5P	158	C3
MIR19B_1_5P_MIR19B_2_5P	175	C3
MIR4443	181	C3
MIR511_3P	170	C3
MIR330_5P	184	C3
MIR5589_3P	170	C3
MIR5581_3P	148	C3
MIR501_5P	152	C3
MIR516A_3P_MIR516B_3P	176	C3
MIR2467_3P	158	C3
MIR3977	161	C3
MIR4784	153	C3
MIR498_3P	217	C3
MIR142_3P	175	C3
MIR371A_5P	177	C3
MIR7114_5P	151	C3
MIR3191_5P	162	C3
MIR29B_1_5P	167	C3
MIR3150B_3P	151	C3
MIR30B_3P	178	C3
MIR513B_3P	160	C3
MIR509_5P	169	C3
MIR223_5P	160	C3
MIR5009_3P	171	C3
MIR103A_2_5P	157	C3
MIR4786_3P	164	C3
MIR3689A_3P_MIR3689B_3P_MIR3689C	177	C3
MIR4426	149	C3
MIR222_5P	186	C3
MIR22_5P	144	C3
MIR548U	155	C3
MIR4762_5P	144	C3
MIR4451	158	C3
MIR4679	158	C3
MIR3611	152	C3
MIR12132	147	C3
MIR6761_5P	117	C3
MIR509_3_5P	168	C3
MIR451B	169	C3
MIR922	194	C3
MIR619_5P	138	C3
MIR4753_5P	181	C3
MIR103A_1_5P	152	C3
MIR5681A	155	C3
MIR4452	163	C3
MIR939_3P	148	C3
MIR1184	164	C3
MIR500A_5P	151	C3
MIR30C_2_3P	138	C3
MIR4504	157	C3
MIR374B_3P	145	C3
MIR3925_5P	153	C3
MIR1245B_3P	144	C3
MIR561_5P	151	C3
MIR762	175	C3
MIR376C_3P	151	C3
MIR4666B	126	C3
MIR6807_3P	142	C3
MIR6740_3P	161	C3
MIR6792_5P	135	C3
MIR4667_5P	169	C3
MIR6795_5P	136	C3
MIR936	137	C3
MIR4511	163	C3
MIR767_5P	191	C3
MIR504_3P	145	C3
MIR374A_3P	136	C3
MIR188_3P	153	C3
MIR548V	137	C3
MIR6887_5P	136	C3
MIR5001_5P	169	C3
MIR6516_3P	143	C3
MIR6839_3P	158	C3
MIR6780A_3P	157	C3
MIR3192_5P	160	C3
MIR423_5P	140	C3
MIR7156_5P	144	C3
MIR3667_3P	152	C3
MIR216A_5P	135	C3
MIR4665_5P	152	C3
MIR6513_3P	145	C3
MIR185_3P	152	C3
MIR4646_5P	149	C3
MIR4424	124	C3
MIR2116_5P	143	C3
MIR4776_3P	161	C3
MIR3664_3P	156	C3
MIR199A_5P	181	C3
MIR30C_1_3P	140	C3
MIR6847_5P	153	C3
MIR6715A_3P	164	C3
MIR5584_3P	140	C3
MIR199B_5P	180	C3
MIR10393_5P	147	C3
MIR642A_3P_MIR642B_3P	137	C3
MIR122B_3P	142	C3
MIR3652	152	C3
MIR3187_5P	114	C3
MIR661	160	C3
MIR4499	117	C3
MIR186_3P	146	C3
MIR548AU_3P	172	C3
MIR4481	133	C3
MIR21_5P	149	C3
MIR6752_3P	144	C3
MIR10395_3P	142	C3
MIR3177_5P	158	C3
MIR21_3P	139	C3
MIR8089	166	C3
MIR876_5P	138	C3
MIR4766_3P	160	C3
MIR520A_5P	159	C3
MIR6788_5P	136	C3
MIR3920	141	C3
MIR4682	134	C3
MIR1253	170	C3
MIR633	143	C3
MIR5008_3P	169	C3
MIR4436B_5P	141	C3
MIR496	110	C3
MIR6840_3P	163	C3
MIR556_3P	137	C3
MIR2276_3P	124	C3
MIR766_3P	154	C3
MIR12128	145	C3
MIR892A	127	C3
MIR525_5P	157	C3
MIR6509_3P	137	C3
MIR1251_3P	156	C3
MIR329_5P	148	C3
MIR9851_3P	181	C3
MIR150_3P	128	C3
MIR2117	128	C3
MIR891B	129	C3
MIR4779	147	C3
MIR4430	144	C3
MIR190A_5P	112	C3
MIR3606_5P	152	C3
MIR433_3P	136	C3
MIR4635	134	C3
MIR4677_3P	138	C3
MIR6728_3P	151	C3
MIR4318	119	C3
MIR6818_3P	127	C3
MIR376A_3P_MIR376B_3P	141	C3
MIR3692_5P	141	C3
MIR6860	107	C3
MIR1909_3P	138	C3
MIR6088	168	C3
MIR542_3P	140	C3
MIR4670_3P	155	C3
MIR6512_5P	117	C3
MIR4716_5P	122	C3
MIR190B_5P	110	C3
MIR190B_3P	138	C3
MIR6799_5P	151	C3
MIR204_3P	144	C3
MIR6852_3P	154	C3
MIR653_3P	139	C3
MIR4724_5P	137	C3
MIR5006_5P	121	C3
MIR6752_5P	122	C3
MIR4640_5P	134	C3
MIR6791_5P	170	C3
MIR6733_3P	142	C3
MIR4705	124	C3
MIR5001_3P	156	C3
MIR1237_3P	134	C3
MIR3128	133	C3
MIR3689A_5P_MIR3689B_5P_MIR3689E_MIR3689F	128	C3
MIR6719_3P	122	C3
MIR4673	149	C3
MIR4722_5P	136	C3
MIR5691_MIR6805_3P	155	C3
MIR6809_5P	140	C3
MIR6783_5P	158	C3
MIR6501_3P	147	C3
MIR6884_5P	144	C3
MIR6716_5P	129	C3
MIR6730_5P	135	C3
MIR491_3P	120	C3
MIR612	102	C3
MIR3129_5P	154	C3
MIR5579_3P	160	C3
MIR4653_5P	148	C3
MIR17_3P	136	C3
MIR33A_5P_MIR33B_5P	112	C3
MIR4684_3P	122	C3
MIR12129	141	C3
MIR623	119	C3
MIR935	117	C3
MIR199A_3P_MIR199B_3P	155	C3
MIR4456	133	C3
MIR3149	153	C3
MIR4797_5P	119	C3
MIR342_3P	123	C3
MIR8076	128	C3
MIR1207_3P	131	C3
MIR3921	146	C3
MIR1294	161	C3
MIR125B_2_3P	135	C3
MIR708_3P	115	C3
MIR3168	133	C3
MIR197_3P	100	C3
MIR5590_5P	117	C3
MIR3678_3P	127	C3
MIR7111_3P	123	C3
MIR2115_5P	135	C3
MIR8082	112	C3
MIR605_5P	132	C3
MIR3184_5P	134	C3
MIR4418	138	C3
MIR9986	159	C3
MIR567	108	C3
MIR4530	145	C3
MIR4292	161	C3
MIR337_3P	120	C3
MIR4755_3P	145	C3
MIR593_3P	143	C3
MIR516B_5P	129	C3
MIR6079	144	C3
MIR34B_3P	111	C3
MIR760	129	C3
MIR3976	120	C3
MIR181A_2_3P	115	C3
MIR6132	132	C3
MIR593_5P	164	C3
MIR1825	162	C3
MIR450A_2_3P	130	C3
MIR1321	142	C3
MIR6738_3P	156	C3
MIR223_3P	121	C3
MIR4316	141	C3
MIR6845_3P	137	C3
MIR4660	139	C3
MIR219A_5P	151	C3
MIR6766_3P	149	C3
MIR888_3P	120	C3
MIR4782_3P	150	C3
MIR4691_3P	96	C3
MIR4739	145	C3
MIR4701_5P	127	C3
MIR588	127	C3
MIR3688_5P	138	C3
MIR3674	128	C3
MIR1913	144	C3
MIR6165	120	C3
MIR5190	132	C3
MIR6836_5P	127	C3
MIR4428	130	C3
MIR6720_5P	134	C3
MIR148A_5P	116	C3
MIR4257	128	C3
MIR31_5P	150	C3
MIR671_5P	131	C3
MIR485_5P	139	C3
MIR3074_5P	152	C3
MIR3085_3P	146	C3
MIR4756_5P	141	C3
MIR3064_5P	148	C3
MIR6792_3P	126	C3
MIR6512_3P	131	C3
MIR758_3P	127	C3
MIR1304_5P	131	C3
MIR8080	138	C3
MIR452_3P	131	C3
MIR3190_3P	124	C3
MIR651_5P	121	C3
MIR4277	124	C3
MIR1179	124	C3
MIR600	141	C3
MIR6715B_3P	131	C3
MIR1248	128	C3
MIR93_3P	121	C3
MIR6842_3P	124	C3
MIR3663_3P	143	C3
MIR4685_3P	128	C3
MIR4645_3P	111	C3
MIR5585_5P	138	C3
MIR5007_3P	122	C3
MIR2355_5P	133	C3
MIR4693_5P	109	C3
MIR6891_5P	123	C3
MIR4287	126	C3
MIR4720_3P	114	C3
MIR216B_3P	130	C3
MIR143_5P	130	C3
MIR215_3P	139	C3
MIR6760_5P	115	C3
MIR6134	134	C3
MIR4777_5P	115	C3
MIR140_3P	144	C3
MIR5004_3P	135	C3
MIR887_5P	107	C3
MIR3179	132	C3
MIR1264	119	C3
MIR6504_5P	142	C3
MIR1343_5P	125	C3
MIR3154	115	C3
MIR4314	138	C3
MIR1304_3P	112	C3
MIR4302	133	C3
MIR6768_3P	140	C3
MIR491_5P	107	C3
MIR1324	127	C3
MIR487A_3P	102	C3
MIR8062	109	C3
MIR4691_5P	128	C3
MIR4520_2_3P	126	C3
MIR505_3P	111	C3
MIR6839_5P	107	C3
MIR4650_3P	137	C3
MIR154_3P	101	C3
MIR1206	117	C3
MIR4728_3P	114	C3
MIR653_5P	129	C3
MIR6749_3P	116	C3
MIR802	133	C3
MIR3167	110	C3
MIR590_5P	131	C3
MIR3129_3P	107	C3
MIR149_5P	152	C3
MIR6499_3P	127	C3
MIR4472	110	C3
MIR4457	123	C3
MIR4308	143	C3
MIR7153_5P	117	C3
MIR4667_3P	130	C3
MIR3140_5P	139	C3
MIR6734_3P	142	C3
MIR939_5P	125	C3
MIR665	132	C3
MIR1301_3P_MIR5047	117	C3
MIR889_5P	114	C3
MIR1257	93	C3
MIR6833_5P	131	C3
MIR4699_5P	119	C3
MIR9718	102	C3
MIR5088_3P	126	C3
MIR660_3P	99	C3
MIR196A_3P	125	C3
MIR384	122	C3
MIR629_5P	109	C3
MIR136_5P	113	C3
MIR6837_5P	123	C3
MIR5697	153	C3
MIR133A_5P	134	C3
MIR3157_5P	109	C3
MIR7850_5P	122	C3
MIR146A_5P	116	C3
MIR6873_5P	112	C3
MIR4455	109	C3
MIR4756_3P	114	C3
MIR146B_5P	115	C3
MIR326	130	C3
MIR890	98	C3
MIR5583_5P	106	C3
MIR4273	109	C3
MIR338_3P	141	C3
MIR124_5P	113	C3
MIR200A_5P	106	C3
MIR200B_5P	106	C3
MIR378A_5P	136	C3
MIR6081	109	C3
MIR3908	112	C3
MIR942_3P	110	C3
MIR6776_5P	97	C3
MIR767_3P	125	C3
MIR1537_5P	121	C3
MIR6818_5P	123	C3
MIR12125	108	C3
MIR217_3P	94	C3
MIR335_5P	110	C3
MIR526B_5P	103	C3
MIR585_5P	134	C3
MIR4685_5P	121	C3
MIR548S	131	C3
MIR5089_5P	110	C3
MIR361_3P	102	C3
MIR4709_5P	105	C3
MIR541_5P	121	C3
MIR3682_5P	103	C3
MIR4436B_3P	110	C3
MIR449C_5P	139	C3
MIR506_5P	137	C3
MIR6787_3P	102	C3
MIR6814_5P	113	C3
MIR582_3P	100	C3
MIR4483	98	C3
MIR6754_5P	123	C3
MIR8060	102	C3
MIR7112_3P	95	C3
MIR18A_5P_MIR18B_5P	125	C3
MIR3164	108	C3
MIR873_5P	116	C3
MIR6879_5P	112	C3
MIR34B_5P	138	C3
MIR4796_5P	99	C3
MIR365A_3P_MIR365B_3P	114	C3
MIR5087	94	C3
MIR5004_5P	122	C3
MIR6757_3P	107	C3
MIR4700_3P	101	C3
MIR9851_5P	116	C3
MIR487A_5P	108	C3
MIR3668	108	C3
MIR6507_3P	124	C3
MIR3159	97	C3
MIR487B_5P	107	C3
MIR6889_3P	108	C3
MIR3660	103	C3
MIR597_3P	107	C3
MIR891A_3P	127	C3
MIR6867_3P	117	C3
MIR362_3P	116	C3
MIR499B_5P	98	C3
MIR6735_5P	105	C3
MIR4526	101	C3
MIR876_3P	91	C3
MIR3911	91	C3
MIR1183	127	C3
MIR4727_5P	115	C3
MIR6828_3P	116	C3
MIR6758_3P	110	C3
MIR5690	118	C3
MIR6778_5P	107	C3
MIR4999_5P	100	C3
MIR6824_3P	111	C3
MIR432_5P	106	C3
MIR155_3P	93	C3
MIR6758_5P	114	C3
MIR329_3P	115	C3
MIR6764_3P	110	C3
MIR1227_5P	107	C3
MIR10A_5P_MIR10B_5P	103	C3
MIR6736_3P	129	C3
MIR7849_3P	116	C3
MIR4697_3P	118	C3
MIR558	114	C3
MIR2467_5P	114	C3
MIR2355_3P	113	C3
MIR301B_5P	85	C3
MIR6762_3P	124	C3
MIR6747_3P	120	C3
MIR6509_5P	95	C3
MIR7161_3P	85	C3
MIR4736	111	C3
MIR6073	102	C3
MIR5187_5P	108	C3
MIR1233_5P	104	C3
MIR106A_3P	105	C3
MIR3116	104	C3
MIR4326	85	C3
MIR6820_3P	103	C3
MIR5580_5P	117	C3
MIR4317	100	C3
MIR6513_5P	99	C3
MIR4716_3P	83	C3
MIR6794_5P	82	C3
MIR654_5P	100	C3
MIR3612	118	C3
MIR301A_5P	82	C3
MIR7843_5P	100	C3
MIR6506_5P	100	C3
MIR5699_5P	112	C3
MIR4645_5P	121	C3
MIR6799_3P	119	C3
MIR6760_3P	101	C3
MIR12113	98	C3
MIR4264	109	C3
MIR1_5P	87	C3
MIR7150	132	C3
MIR650	116	C3
MIR885_5P	117	C3
MIR6126	119	C3
MIR1272	86	C3
MIR4735_3P	114	C3
MIR541_3P	99	C3
MIR4656	109	C3
MIR6727_3P	112	C3
MIR216B_5P	92	C3
MIR4293	106	C3
MIR3944_5P	111	C3
MIR4718	105	C3
MIR4711_5P	103	C3
MIR4797_3P	100	C3
MIR6892_5P	91	C3
MIR1197	91	C3
MIR449B_3P	123	C3
MIR6505_3P	97	C3
MIR4469	112	C3
MIR7155_5P	96	C3
MIR202_5P	115	C3
MIR198	93	C3
MIR584_3P	111	C3
MIR6851_5P	107	C3
MIR6817_5P	110	C3
MIR6759_3P	110	C3
MIR5187_3P	99	C3
MIR1291	114	C3
MIR486_5P	94	C3
MIR1972	100	C3
MIR1266_5P	96	C3
MIR324_3P	78	C3
MIR320A_5P	111	C3
MIR6868_5P	119	C3
MIR3618	100	C3
MIR3135B	105	C3
MIR5695	95	C3
MIR4769_3P	109	C3
MIR484	87	C3
MIR4772_3P	91	C3
MIR3934_3P	103	C3
MIR5100	94	C3
MIR26B_3P	104	C3
MIR22_3P	138	C3
MIR4632_5P	104	C3
MIR628_5P	82	C3
MIR6837_3P	107	C3
MIR4726_5P	100	C3
MIR4786_5P	93	C3
MIR7854_3P	107	C3
MIR4642	102	C3
MIR4733_5P	94	C3
MIR4745_5P	84	C3
MIR514A_3P_MIR514B_3P	108	C3
MIR10526_3P	119	C3
MIR3173_5P	105	C3
MIR192_3P	101	C3
MIR382_3P	102	C3
MIR2278	103	C3
MIR3675_3P	90	C3
MIR129_1_3P_MIR129_2_3P	132	C3
MIR1255B_2_3P	89	C3
MIR425_5P	88	C3
MIR512_3P	106	C3
MIR4468	119	C3
MIR6856_5P	106	C3
MIR6826_3P	100	C3
MIR4647_MIR4662B	88	C3
MIR4425	88	C3
MIR1226_3P	110	C3
MIR218_1_3P	90	C3
MIR4423_3P	130	C3
MIR6763_5P	110	C3
MIR3166	118	C3
MIR4774_5P	94	C3
MIR4518	92	C3
MIR383_3P	130	C3
MIR12118	104	C3
MIR6880_5P	94	C3
MIR7843_3P	88	C3
MIR5587_5P	112	C3
MIR6806_3P	109	C3
MIR6515_5P	92	C3
MIR599	86	C3
MIR488_5P	79	C3
MIR3173_3P	105	C3
MIR5094	92	C3
MIR4284	112	C3
MIR548B_3P	104	C3
MIR6773_3P	106	C3
MIR1273H_3P	97	C3
MIR6892_3P	103	C3
MIR7855_5P	84	C3
MIR141_5P	98	C3
MIR3617_3P	94	C3
MIR6801_5P	111	C3
MIR1912_3P	86	C3
MIR3121_5P	104	C3
MIR4490	99	C3
MIR8075	99	C3
MIR4266	87	C3
MIR2682_5P	118	C3
MIR2861	89	C3
MIR3928_5P	108	C3
MIR3127_3P	102	C3
MIR211_3P	82	C3
MIR3974	94	C3
MIR3190_5P	122	C3
